country	year	female_share_senmen_all	female_share_supboard_all	female_share_boards_all	female_share_weight_senmen_all	female_share_weight_supboard_all	female_share_weight_boards_all	zero_share_senmen_all	zero_share_supboard_all	zero_share_boards_all	female_share_senmen_prv	female_share_supboard_prv	female_share_boards_prv	female_share_weight_senmen_prv	female_share_weight_supboard_prv	female_share_weight_boards_prv	zero_share_senmen_prv	zero_share_supboard_prv	zero_share_boards_prv	female_share_senmen_stl	female_share_supboard_stl	female_share_boards_stl	female_share_weight_senmen_stl	female_share_weight_supboard_stl	female_share_weight_boards_stl	zero_share_senmen_stl	zero_share_supboard_stl	zero_share_boards_stl
"ICELAND"	2004	0.15277778		0.18990384	0.15277778		0.18354431	0.8472222222222222		0.7307692307692307	0.15492958		0.19174758	0.15492958		0.19078948	0.8450704225352113		0.7281553398058253									
"IRELAND"	2004	0.31364173	0.032894738	0.31364307	0.300414	0.10638298	0.30037922	0.3641731155058756	0.8947368421052632	0.36415052879976306	0.31368884	0.0	0.31369084	0.30058786	0.0	0.30058	0.3641306425104155	1.0	0.36412108703130375	0.03971705	0.048076924	0.050547868	0.045	0.12195122	0.057613168	0.6111111111111112	0.8461538461538461	0.5263157894736842
"ITALY"	2004	0.154234	0.13645136	0.1873658	0.16671363	0.16377278	0.18825406	0.7810514852683162	0.7310585910783495	0.549190202114844	0.15457563	0.1365305	0.18768972	0.1670668	0.16387592	0.1887336	0.7806017226737838	0.7309434105872056	0.5486761285705767	0.023255814	0.0857354	0.05406898	0.031007752	0.104166664	0.057670128	0.9534883720930233	0.8048780487804879	0.7607361963190185
"LATVIA"	2004	0.22052749	0.0	0.24065259	0.22460392	0.0	0.24846834	0.7759771210676835	1.0	0.6544874583152095	0.22052749	0.0	0.2408086	0.22460392	0.0	0.2491646	0.7759771210676835	1.0	0.6550922562835972			0.16394559			0.14814815			0.35714285714285715
"LIECHTENSTEIN"	2004	0.09502488		0.09201878	0.10886076		0.10666667	0.8258706467661692		0.812206572769953	0.09502488		0.09201878	0.10886076		0.10666667	0.8258706467661692		0.812206572769953									
"LITHUANIA"	2004	0.58648497	0.24444444	0.5514252	0.55768496	0.23333333	0.50986195	0.33791469194312795	0.6	0.3583556747095621	0.58822733	0.26190478	0.5530912	0.55917734	0.2413793	0.51114064	0.33715925394548063	0.5714285714285714	0.3575293056807935	0.39473686	0.0	0.36666667	0.4375	0.0	0.4	0.42105263157894735	1.0	0.45
"LUXEMBOURG"	2004	0.17556669	0.22336066	0.19385514	0.19806243	0.22222222	0.21521193	0.7140195621797858	0.7704918032786885	0.6644245142002989	0.17581235	0.2231405	0.19405177	0.19832928	0.22131148	0.2158539	0.7136194029850746	0.7768595041322314	0.6642964071856288	0.0	0.25	0.0625	0.0	0.25	0.05	1.0	0.0	0.75
"MACEDONIA"	2004	0.5	0.0	0.14880952	0.5	0.0	0.2	0.0	1.0	0.5357142857142857			0.14691359			0.2			0.5555555555555556									
"MALTA"	2004	0.25		0.14484127	0.25		0.1954023	0.75		0.7380952380952381	0.25		0.14484127	0.25		0.1954023	0.75		0.7380952380952381									
"MOLDOVA"	2004	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0									
"NORWAY"	2004	0.07119741	0.20979533	0.1819357	0.07181572	0.20982143	0.1747074	0.926490984743412	0.6403508771929824	0.5040091638029782	0.083049886	0.20408164	0.18398027	0.083333336	0.20731707	0.17045002	0.9149659863945578	0.6938775510204082	0.5504087193460491	0.018796992	0.21410257	0.17113915	0.02173913	0.2112676	0.18548387	0.9774436090225563	0.6	0.2589928057553957
"POLAND"	2004	0.15666667	0.057291668	0.0982357	0.14492753	0.1	0.09808198	0.8	0.75	0.9004430544696377	0.16296296	0.083333336	0.099037975	0.16363636	0.16666667	0.09902925	0.8	0.75	0.8997955010224948	0.1	0.03125	0.03388763	0.071428575	0.071428575	0.0375	0.8	0.75	0.9523809523809523
"PORTUGAL"	2004	0.22581486	0.184	0.22522685	0.24151295	0.14666666	0.23922804	0.6059752708826766	0.68	0.6063174256582965	0.22581486	0.184	0.22521885	0.24151295	0.14666666	0.2392248	0.6059752708826766	0.68	0.6063252956307715			0.33333334			0.2857143			0.5
"ROMANIA"	2004	0.24285714		0.37363502	0.25		0.37098715	0.7428571428571429		0.4857500782962731	0.24285714		0.3734388	0.25		0.37086093	0.7428571428571429		0.4859022556390977									
"RUSSIA"	2004	0.21197747	0.08291667	0.21159321	0.2147931	0.084745765	0.21439914	0.7791743114022303	0.905	0.7795684414084781	0.21203232	0.08208955	0.21165325	0.21483582	0.08074534	0.21446934	0.7791379640670618	0.9104477611940298	0.7795364817382492	0.11932367	0.08459596	0.117433	0.14516129	0.093333334	0.12903225	0.8405797101449275	0.8939393939393939	0.8296943231441049
"SERBIA"	2004	0.18262362		0.18262362	0.18678816		0.18678816	0.8100961538461539		0.8100961538461539	0.18262362		0.18262362	0.18678816		0.18678816	0.8100961538461539		0.8100961538461539									
"SLOVAKIA"	2004	0.13068604	0.19447878	0.14746566	0.13065326	0.20601337	0.1483877	0.8002703616086516	0.7824474660074165	0.73370120580421	0.1307068	0.1942029	0.14761335	0.13061145	0.2072072	0.14854333	0.8004734528238079	0.782608695652174	0.7336745138178096	0.1	0.25	0.057291668	0.16666667	0.1	0.11111111	0.5	0.75	0.75
"SLOVENIA"	2004	0.13364682	0.18394098	0.21879114	0.14035088	0.17156863	0.23334086	0.7962382445141066	0.6875	0.6495126705653022	0.13250297	0.20382354	0.22028124	0.13793103	0.18579236	0.23567468	0.8078291814946619	0.6588235294117647	0.6482950039651071	0.14210527	0.030303031	0.13139535	0.15384616	0.04761905	0.13131313	0.7105263157894737	0.9090909090909091	0.7209302325581395
"SPAIN"	2004	0.18155272	0.13181871	0.20431766	0.18944553	0.1398369	0.2136727	0.7476848638680125	0.7744648318042814	0.6931265743131493	0.18184355	0.13202058	0.20439403	0.18974921	0.13996373	0.21374895	0.7472363310427248	0.7741194486983155	0.6930156628835771	0.116369046	0.0	0.15842113	0.10385757	0.0	0.16089861	0.8482142857142857	1.0	0.7597765363128491
"SWEDEN"	2004	0.11132129	0.18187319	0.18406692	0.11550768	0.20465116	0.19370009	0.8791286015460296	0.7900552486187845	0.6823056479889229	0.11161533	0.17159763	0.18418063	0.1159535	0.17679559	0.1940132	0.8788572580529036	0.8106508875739645	0.6824319187094409	0.038392857	0.32658732	0.09700026	0.036697246	0.3529412	0.10614887	0.9464285714285714	0.5	0.5856164383561644
"SWITZERLAND"	2004	0.19401014		0.17114353	0.16880874		0.16151446	0.7128152341739578		0.7030211687333013	0.19642825		0.17219055	0.17216925		0.16307893	0.7103278321260548		0.7017404516886525	0.039814815		0.042672183	0.043923866		0.04488778	0.8714285714285714		0.8601694915254238
"TURKEY"	2004	0.08546099		0.12211704	0.101123594		0.13644859	0.8404255319148937		0.6807228915662651	0.08546099		0.12211704	0.101123594		0.13644859	0.8404255319148937		0.6807228915662651									
"UK"	2004	0.12557395	0.24783379	0.12942936	0.12320905	0.2340097	0.12418847	0.8487914711228061	0.7355072463768116	0.8392419931180519	0.12567261	0.25403148	0.12955368	0.1233639	0.24560986	0.12442937	0.8487480190174327	0.7318315902386698	0.8392929652863523	0.05914634	0.07664021	0.062150493	0.06	0.08125	0.067567565	0.8780487804878049	0.837037037037037	0.8116591928251121
"UKRAINE"	2004	0.1392994	0.2857143	0.075865336	0.13696612	0.375	0.0769338	0.8587848932676518	0.7142857142857143	0.9225541330804489	0.13952851	0.2857143	0.076009504	0.13716814	0.375	0.07707344	0.8585526315789473	0.7142857142857143	0.9224069675376089	0.0		0.0	0.0		0.0	1.0		1.0
"AUSTRIA"	2005	0.13993596	0.11306163	0.14271702	0.14135665	0.11468144	0.14169092	0.8231402291431338	0.7721518987341772	0.8078536346362973	0.13995133	0.11491377	0.1428154	0.14136672	0.116972476	0.14228709	0.8231299273697933	0.7698309492847855	0.8079761719637795	0.0625	0.045238096	0.042421546	0.09090909	0.04918033	0.04155496	0.875	0.8571428571428571	0.6829268292682927
"BELARUS"	2005	0.3979294	0.0	0.39339757	0.39425513	0.0	0.39108634	0.3976470588235294	1.0	0.39849624060150374	0.3979294	0.0	0.39339757	0.39425513	0.0	0.39108634	0.3976470588235294	1.0	0.39849624060150374									
"BELGIUM"	2005	0.2193191	0.0	0.26116997	0.22200249	0.0	0.26438737	0.7351701529815797	1.0	0.5885976148071791	0.21940166	0.0	0.26128858	0.22212428	0.0	0.2646663	0.7350745147978399	1.0	0.5884656624968088	0.04535865	0.0	0.048034407	0.03521127	0.0	0.04918033	0.9367088607594937	1.0	0.8256880733944955
"BOSNIA"	2005	0.16666667	0.16666667	0.16949153	0.1780822	0.11111111	0.17073171	0.8070175438596491	0.6666666666666666	0.7966101694915254	0.17592593	0.16666667	0.17857143	0.19117647	0.11111111	0.18181819	0.7962962962962963	0.6666666666666666	0.7857142857142857	0.0		0.0	0.0		0.0	1.0		1.0
"BULGARIA"	2005	0.27174163	0.0	0.27134642	0.27995938	0.0	0.27810657	0.681310144743726	1.0	0.6759257828793894	0.2718353	0.0	0.2715924	0.28008482	0.0	0.27841234	0.6812166793602438	1.0	0.6758154951829249	0.16037735		0.17625463	0.15189873		0.19063546	0.7924528301886793		0.718562874251497
"CROATIA"	2005	0.2276261	0.20370346	0.22681777	0.2329705	0.20778342	0.22360888	0.7128644146228598	0.5789473684210527	0.6703318279992146	0.2290391	0.20903626	0.22879872	0.23639332	0.21189311	0.22788496	0.7129062647197362	0.5666003976143141	0.6720354338634991	0.14868422	0.15705314	0.14872764	0.13043478	0.17114094	0.15212981	0.7105263157894737	0.6869565217391305	0.6031746031746031
"CYPRUS"	2005	0.2593712		0.20351213	0.21352313		0.2094951	0.43956043956043955		0.6422893481717011	0.2874815		0.21893592	0.24017467		0.22777307	0.37333333333333335		0.6206293706293706	0.12760417		0.048732944	0.09615385		0.061643835	0.75		0.8596491228070176
"CZECH"	2005	0.19777422	0.06666667	0.18599021	0.20228668	0.10526316	0.18876769	0.7299741602067183	0.8666666666666667	0.7234987939570903	0.19777715	0.0	0.18602338	0.2022912	0.0	0.1888267	0.7299801455989411	1.0	0.7235285579505044	0.16666667	0.33333334	0.10652174	0.16666667	0.4	0.116883114	0.6666666666666666	0.3333333333333333	0.6521739130434783
"DENMARK"	2005	0.10704121	0.17829964	0.14769916	0.11649492	0.17628205	0.17535059	0.8749812259065801	0.7964774951076321	0.7338269804021057	0.10709356	0.17670682	0.14780174	0.1165627	0.17391305	0.1756138	0.8749498931052913	0.8012048192771084	0.7337322244794312	0.045588236	0.23931624	0.03998136	0.058479533	0.23076923	0.05046729	0.9117647058823529	0.6153846153846154	0.8333333333333334
"ESTONIA"	2005	0.23823577	0.31162286	0.25039232	0.24562576	0.30839056	0.25669932	0.6897732460812662	0.4401996961146082	0.6417695422141633	0.23826851	0.3124004	0.2504492	0.24567115	0.30933714	0.25688258	0.6898074141737078	0.438955386289445	0.6418099592485836	0.15222222	0.013888889	0.09777778	0.17948718	0.023809524	0.09876543	0.6	0.9166666666666666	0.5333333333333333
"FINLAND"	2005	0.15964861	0.0	0.29541135	0.1666617	0.0	0.29814416	0.8360607101589582	1.0	0.4356871989340986	0.15983023		0.29569677	0.16687082		0.29858506	0.8359004831975481		0.435298826040555	0.034767024	0.0	0.06742779	0.05	0.0	0.08541667	0.946236559139785	1.0	0.7459016393442623
"FRANCE"	2005	0.2139842	0.29015204	0.20024063	0.22149213	0.30131003	0.20823939	0.7671504070271284	0.6556259132976132	0.7759024724553496	0.21406361	0.29463103	0.20038494	0.22158274	0.30861875	0.20847775	0.7670710824611147	0.6514399205561072	0.7757832338443325	0.05742204	0.05885226	0.05243716	0.06791569	0.08791209	0.06376812	0.9235474006116208	0.8717948717948718	0.8980169971671388
"GERMANY"	2005	0.1380212	0.18016645	0.1401059	0.13761166	0.18860932	0.14053532	0.8181873022879423	0.7148161901225399	0.8067522715755062	0.13803232	0.18154164	0.14018555	0.13762279	0.19000605	0.1408687	0.8181748620853548	0.7149923896499238	0.8068225171070172	0.01814059	0.12456655	0.05381446	0.037037037	0.14634146	0.054923784	0.9523809523809523	0.7076923076923077	0.7306501547987616
"GREECE"	2005	0.1633772	0.0	0.34373856	0.16571428	0.0	0.32040685	0.8157894736842105	1.0	0.5163678877630553	0.16666667	0.0	0.34427524	0.17058824	0.0	0.32142857	0.8120805369127517	1.0	0.5156128024980484	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
"HUNGARY"	2005	0.28120035	0.26884583	0.28050515	0.2877457	0.26301664	0.28343073	0.6632795041531391	0.5524177163754571	0.6541594216161801	0.28119782	0.26917785	0.28051397	0.287758	0.26344568	0.28350732	0.6632826254256406	0.5519837232960325	0.6541712007647794	0.3030303	0.035714287	0.21853742	0.21052632	0.045454547	0.10526316	0.6363636363636364	0.8571428571428571	0.5714285714285714
"ICELAND"	2005	0.13118812		0.1535424	0.13235295		0.17548077	0.8663366336633663		0.7735191637630662	0.13118812		0.15407926	0.13235295		0.17718446	0.8663366336633663		0.7727272727272727									
"IRELAND"	2005	0.3142053	0.013157895	0.3142039	0.30184093	0.051282052	0.30181158	0.36233398533444083	0.9473684210526315	0.36232181772712657	0.31424114	0.0	0.3142434	0.30197102	0.0	0.3019603	0.36231754595965915	1.0	0.3623086130813071	0.07807977	0.020833334	0.068557836	0.054545455	0.07692308	0.057591625	0.47058823529411764	0.9166666666666666	0.4444444444444444
"ITALY"	2005	0.1575221	0.12495115	0.18603691	0.16968933	0.15608639	0.18885128	0.7784421909194588	0.7566080835392289	0.5724669239664208	0.15771727	0.12501067	0.1863181	0.16989407	0.1561849	0.18921016	0.7781517275450026	0.7565107812937553	0.5720305821443622	0.04464286	0.0739394	0.057184856	0.039473683	0.084745765	0.06178862	0.9464285714285714	0.84	0.7724137931034483
"LATVIA"	2005	0.26624927	0.0	0.25081068	0.26956522	0.0	0.25897035	0.7280858676207513	1.0	0.6559112993646443	0.26624927	0.0	0.25110126	0.26956522	0.0	0.25967857	0.7280858676207513	1.0	0.6569963736401151			0.17335217			0.21164021			0.36666666666666664
"LIECHTENSTEIN"	2005	0.098208725		0.09562963	0.11137441		0.1092437	0.8271028037383178		0.8177777777777778	0.098208725		0.09562963	0.11137441		0.1092437	0.8271028037383178		0.8177777777777778									
"LITHUANIA"	2005	0.6055443	1.0	0.5666573	0.575179	1.0	0.5310245	0.33669354838709675	0.0	0.36356793375987956	0.60885674		0.57007813	0.578747		0.5344474	0.3340130505709625		0.36062452399086065	0.31547618	1.0	0.27688172	0.3409091	1.0	0.3148148	0.5714285714285714	0.0	0.6129032258064516
"LUXEMBOURG"	2005	0.18042825	0.24419399	0.18777089	0.20066637	0.24313726	0.20817977	0.696551724137931	0.75	0.6642529567945933	0.18048948	0.24517906	0.18784243	0.20075873	0.24497992	0.20841779	0.6967688483844242	0.7520661157024794	0.6645722571290479	0.125	0.125	0.12857144	0.15384616	0.16666667	0.125	0.5	0.5	0.4
"MACEDONIA"	2005		0.0	0.31282052		0.0	0.27586207		1.0	0.5384615384615384			0.33888888			0.2962963			0.5									
"MALTA"	2005	0.25		0.18006645	0.25		0.20481928	0.75		0.686046511627907	0.25		0.18006645	0.25		0.20481928	0.75		0.686046511627907									
"MOLDOVA"	2005	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0									
"NORWAY"	2005	0.09898006	0.14772727	0.19765119	0.09906292	0.12871288	0.20911896	0.8984700973574409	0.803030303030303	0.5490384615384616	0.11521253	0.2236842	0.20511562	0.11563518	0.22222222	0.21711491	0.8825503355704698	0.6842105263157895	0.5754716981132075	0.020325202	0.11702128	0.1646833	0.02255639	0.0945946	0.19036697	0.975609756097561	0.851063829787234	0.4322916666666667
"POLAND"	2005	0.16666667	0.020833334	0.108557306	0.13559322	0.0625	0.10842533	0.7894736842105263	0.8333333333333334	0.89052591121645	0.1919192	0.0	0.10939084	0.16	0.0	0.10931278	0.7575757575757576	1.0	0.8898595741927134	0.0	0.041666668	0.027034357	0.0	0.1	0.036458332	1.0	0.6666666666666666	0.9556962025316456
"PORTUGAL"	2005	0.22516629	0.17221288	0.2242331	0.24216427	0.13057324	0.23938309	0.6103154016766287	0.6823529411764706	0.6108372551572759	0.22518322	0.1734127	0.22424732	0.24219167	0.13333334	0.23944157	0.6102861009812399	0.6904761904761905	0.610849626997563	0.0	0.071428575	0.0968254	0.0	0.071428575	0.09756097	1.0	0.0	0.5
"ROMANIA"	2005	0.28	1.0	0.2582846	0.27450982	1.0	0.2538071	0.72	0.0	0.7192982456140351	0.2857143	1.0	0.25542405	0.28	1.0	0.25128207	0.7142857142857143	0.0	0.7218934911242604									
"RUSSIA"	2005	0.21425459	0.15559284	0.21373245	0.21670178	0.17277487	0.21621814	0.7819584615795078	0.8187919463087249	0.7824028760728806	0.21427402	0.1808	0.21376154	0.2167229	0.20547946	0.21625823	0.7819450374568179	0.8	0.7823853219645711	0.12	0.024305556	0.10810011	0.123809524	0.06666667	0.10795455	0.8470588235294118	0.9166666666666666	0.8461538461538461
"SERBIA"	2005	0.164903		0.164903	0.16493055		0.16493055	0.8324514991181657		0.8324514991181657	0.16637011		0.16637011	0.16666667		0.16666667	0.8309608540925267		0.8309608540925267	0.0		0.0	0.0		0.0	1.0		1.0
"SLOVAKIA"	2005	0.15637092	0.25714287	0.17660998	0.16376893	0.2173913	0.18379357	0.764266507319988	0.6	0.7169094363521216	0.15660487	0.0952381	0.17655805	0.16398352	0.1904762	0.18352887	0.7639138240574507	0.6666666666666666	0.7177940542869453	0.0	0.5	0.17914787	0.0	0.5	0.1938326	1.0	0.5	0.6736842105263158
"SLOVENIA"	2005	0.13474946	0.20041667	0.1786212	0.13752913	0.1904762	0.17857143	0.8169934640522876	0.69	0.7713178294573644	0.13799283	0.2178442	0.18230388	0.13720317	0.20571429	0.18218218	0.8207885304659498	0.6630434782608695	0.77088948787062	0.10123457	0.0	0.09322917	0.14	0.0	0.12307692	0.7777777777777778	1.0	0.78125
"SPAIN"	2005	0.18632433	0.13377231	0.20362544	0.19500615	0.14205973	0.21512446	0.7489115910168542	0.7681159420289855	0.7025030645587966	0.18649352	0.13396648	0.20368949	0.1952194	0.14217877	0.21518502	0.7486435658546076	0.7677793904208998	0.7024277150456409	0.12919708	0.0	0.14998512	0.109004736	0.0	0.1594203	0.8394160583941606	1.0	0.765625
"SWEDEN"	2005	0.11474286	0.18101883	0.19016789	0.1191942	0.2	0.20558378	0.8759234943285188	0.7953488372093023	0.6759158122756936	0.11502034	0.16582915	0.19032916	0.119575225	0.17209302	0.20592242	0.8756768773918981	0.8190954773869347	0.6758888556916641	0.041321527	0.3699405	0.08666824	0.04310345	0.35	0.10611644	0.9411764705882353	0.5	0.6932153392330384
"SWITZERLAND"	2005	0.093919545	0.14285715	0.16928495	0.09874742	0.083333336	0.15988871	0.8328309761187108	0.8571428571428571	0.707147839494842	0.094820805	0.0	0.17023954	0.100125395	0.0	0.16109896	0.8320293978188715	1.0	0.7059433054548145	0.05390351	0.25	0.050415445	0.054435484	0.16666667	0.053543307	0.868421052631579	0.75	0.8571428571428571
"TURKEY"	2005	0.15432099		0.1567791	0.15584415		0.14578588	0.7530864197530864		0.6666666666666666	0.15432099		0.15787546	0.15584415		0.14849187	0.7530864197530864		0.6643356643356644									
"UK"	2005	0.13507344	0.2538186	0.13867989	0.13258837	0.24032156	0.13168797	0.8384131422579517	0.7281987577639751	0.8279932680880253	0.13518952	0.2595533	0.13879256	0.13276322	0.24971467	0.13187577	0.838359880973219	0.7270849470694553	0.8281362379529145	0.061388887	0.107696325	0.07968553	0.064	0.12138728	0.087067865	0.8722222222222222	0.756578947368421	0.7531380753138075
"UKRAINE"	2005	0.25213677	1.0	0.11295034	0.25247526	1.0	0.11406844	0.7384615384615385	0.0	0.8841285296981499	0.25474957	1.0	0.11230469	0.255	1.0	0.11344137	0.7357512953367875	0.0	0.884765625	0.0		0.33333334	0.0		0.33333334	1.0		0.6666666666666666
"AUSTRIA"	2006	0.14338917	0.115783736	0.1451976	0.14408061	0.11455956	0.14346895	0.8181012938534055	0.7585446527012127	0.805980990966105	0.14341038	0.116949186	0.14528753	0.14409614	0.11605874	0.14405657	0.8180820993123233	0.7585034013605442	0.8061321672520968	0.04761905	0.074666664	0.051791724	0.071428575	0.075	0.043274853	0.9047619047619048	0.76	0.648936170212766
"BELARUS"	2006	0.50194174		0.500863	0.45628998		0.45435244	0.35760517799352753		0.35760517799352753	0.50194174		0.500863	0.45628998		0.45435244	0.35760517799352753		0.35760517799352753									
"BELGIUM"	2006	0.22165257	0.13333334	0.26119897	0.22543888	0.11111111	0.26320693	0.7177260445948528	0.8	0.5743064650553638	0.22174267	0.0	0.26131713	0.2255847	0.0	0.26348862	0.7176101144152263	1.0	0.5741706138553471	0.05666667	0.16666667	0.056225587	0.035714287	0.13333334	0.057921637	0.93	0.75	0.8099173553719008
"BOSNIA"	2006	0.1779661	1.0	0.18079096	0.1641791	1.0	0.1764706	0.8135593220338984	0.0	0.8135593220338984	0.18181819		0.18181819	0.16393442		0.16393442	0.8181818181818182		0.8181818181818182	0.125	1.0	0.16666667	0.16666667	1.0	0.2857143	0.75	0.0	0.75
"BULGARIA"	2006	0.27567837	0.0	0.27620178	0.28476548	0.0	0.28332248	0.6775472695687202	1.0	0.6698105097692468	0.27572563	0.0	0.27638775	0.28481373	0.0	0.2835584	0.677497385760901	1.0	0.6697979636309912	0.21794872		0.20287795	0.23076923		0.22832981	0.7384615384615385		0.6747572815533981
"CROATIA"	2006	0.22343642	0.21249288	0.22572494	0.22759037	0.21036585	0.22064108	0.7026888165781812	0.4714095744680851	0.6376249440549008	0.22493201	0.21412623	0.22673464	0.2301784	0.21186943	0.22311726	0.7026462395543176	0.465592972181552	0.6418661381308126	0.13300753	0.19632505	0.17973435	0.13596492	0.19577736	0.17748344	0.7052631578947368	0.5289855072463768	0.4444444444444444
